"sep=,"
FILENAME,LOC,NOFC,LOF,ANDAVG,ANDSTDEV,SDEGMEAN,SDEGSTD,TDEGMEAN,TDEGSTD,HOM,HET,HOHE,GRANGL,GRANFL,GRANBL,GRANSL,GRANEL,GRANML,GRANERR,NDMAX,NOFPFCMEAN,NOFPFCSTD
/home/moein/Desktop/NEW/cmput663-cpp-replic/Others/cppstats/projects/httpd-2.2.34/_cppstats/include/ap_compat.h.xml,3,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,
/home/moein/Desktop/NEW/cmput663-cpp-replic/Others/cppstats/projects/httpd-2.2.34/_cppstats/include/ap_config.h.xml,63,18,28,1.1111111111111112,0.33333333333333337,,,,,,,,14,0,0,0,0,0,0,2,,
/home/moein/Desktop/NEW/cmput663-cpp-replic/Others/cppstats/projects/httpd-2.2.34/_cppstats/include/ap_listen.h.xml,33,1,2,1.0,0.0,,,,,,,,1,1,0,0,0,0,0,1,,
/home/moein/Desktop/NEW/cmput663-cpp-replic/Others/cppstats/projects/httpd-2.2.34/_cppstats/include/ap_mmn.h.xml,9,1,1,1.0,0,,,,,,,,1,0,0,0,0,0,0,1,,
/home/moein/Desktop/NEW/cmput663-cpp-replic/Others/cppstats/projects/httpd-2.2.34/_cppstats/include/ap_mpm.h.xml,52,3,10,1.0,0.0,,,,,,,,1,4,0,0,0,0,0,1,,
/home/moein/Desktop/NEW/cmput663-cpp-replic/Others/cppstats/projects/httpd-2.2.34/_cppstats/include/ap_provider.h.xml,22,1,2,1.0,0.0,,,,,,,,1,1,0,0,0,0,0,1,,
/home/moein/Desktop/NEW/cmput663-cpp-replic/Others/cppstats/projects/httpd-2.2.34/_cppstats/include/ap_regex.h.xml,35,1,2,1.0,0.0,,,,,,,,1,1,0,0,0,0,0,1,,
/home/moein/Desktop/NEW/cmput663-cpp-replic/Others/cppstats/projects/httpd-2.2.34/_cppstats/include/ap_regkey.h.xml,64,3,57,1.6666666666666667,0.5773502691896257,,,,,,,,2,1,0,0,0,0,0,2,,
/home/moein/Desktop/NEW/cmput663-cpp-replic/Others/cppstats/projects/httpd-2.2.34/_cppstats/include/ap_release.h.xml,26,2,4,1.0,0.0,,,,,,,,3,0,0,0,0,0,0,1,,
/home/moein/Desktop/NEW/cmput663-cpp-replic/Others/cppstats/projects/httpd-2.2.34/_cppstats/include/http_config.h.xml,289,5,114,1.0,0.0,,,,,,,,1,5,0,0,0,0,0,1,,
/home/moein/Desktop/NEW/cmput663-cpp-replic/Others/cppstats/projects/httpd-2.2.34/_cppstats/include/http_connection.h.xml,24,2,5,1.0,0.0,,,,,,,,1,2,0,0,0,0,0,1,,
