"filename","loc","nofe","nofeo","nofc","lof","lofmin","lofmax","lofmean","lofstd","nnimax","nnimean","nnistd","uscode","uderiv","udesc","scode","deriv","desc","het","hom","hethom","sdegmean","sdegstd","tdegmean","tdegstd","gotopbgr","gofunbgr","gostrbrl","gostrbrg","goinnbgr","goexpbgr","gostmbgr","gopambgr","goerror","logic","l_and","l_or","l_not","comp","c_lt","c_le","c_gt","c_ge","c_ne","c_eq","arith","a_plus","a_minus","a_mult","a_div","a_mod","a_shiftr","a_shiftl","bit","b_or","b_and"
"threadmodule.c.xml",578,2,2,2,13,2,8,4.33,3.21,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"_ssl.c.xml",1278,9,9,7,124,1,48,8.86,15.05,1,1,0,0,0,0,0,1,0,9,0,0,0,0,0,0,9,3,0,1,0,0,0,0,1,5,1,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"stringobject.c.xml",4199,16,14,9,214,0,39,4.12,6.3,2,1.02,0.15,0,0,0,0,2,0,13,0,3,0,0,0,0,3,16,0,0,31,0,0,2,0,13,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ffi_darwin.c.xml",459,2,2,3,51,4,17,10.2,5.89,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"floatobject.c.xml",1814,10,10,7,100,1,21,5.88,5.42,1,1,0,0,0,0,0,0,0,9,0,1,0,0,0,0,3,9,0,1,4,0,0,0,0,2,0,0,2,5,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"MyDocument.h.xml",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"localeutil.h.xml",60,2,2,1,6,1,5,3,2.83,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"winconfig.h.xml",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"xmltok.h.xml",196,3,3,2,7,1,1,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fcntlmodule.c.xml",525,51,45,47,143,1,33,2.65,5.95,2,1.12,0.33,0,1,0,0,8,0,51,0,0,0,0,0,0,2,45,0,0,4,0,1,0,2,23,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"complexobject.c.xml",987,4,2,3,972,1,943,162,382.65,2,1.67,0.52,0,0,0,0,2,0,4,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"_codecs_hk.c.xml",137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"funcobject.c.xml",717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pyexpat.h.xml",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pystrtod.h.xml",10,1,1,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"_Cmmodule.c.xml",792,32,28,32,95,1,36,2.71,6.28,2,1.11,0.32,0,0,0,0,4,0,32,0,0,0,0,0,0,3,30,0,2,0,0,0,0,0,39,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fficonfig.h.xml",69,14,8,8,32,0,6,2.29,2.23,2,1.5,0.55,0,0,0,0,10,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,40,19,0,21,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"typeobject.c.xml",4921,3,3,3,41,1,29,8.2,11.86,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"node.c.xml",77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pymath.c.xml",130,10,6,7,106,1,23,10.6,9.32,2,1.25,0.46,0,0,0,0,4,0,10,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,16,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"xmltok_impl.c.xml",1602,4,4,4,114,1,49,7.13,12.86,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4,0,0,2,10,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ffi__14.c.xml",463,6,6,5,68,1,9,2.96,2.55,1,1,0,0,0,1,0,0,1,5,0,1,0,0,0,0,2,2,0,0,18,0,0,0,1,7,1,1,5,3,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"row.c.xml",185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ffitarget__11.h.xml",13,1,1,1,8,8,8,8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"callbacks.c.xml",509,6,4,6,142,1,100,8.35,23.78,2,1.41,0.51,0,1,0,0,3,0,4,0,2,0,0,0,0,4,9,0,0,4,0,0,0,0,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"prepare_protocol.h.xml",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"resource.c.xml",258,24,22,22,42,0,8,1.68,1.86,2,1.05,0.21,0,0,0,0,3,0,24,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,12,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pyconfig__2.h.xml",128,5,5,4,4,0,1,0.8,0.45,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"transmogrify.h.xml",252,3,3,1,17,1,2,1.55,0.52,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,10,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"errcode.h.xml",23,1,1,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"errnomodule.c.xml",755,266,224,182,224,0,1,0.84,0.37,2,1.19,0.39,0,0,0,0,42,0,266,0,0,0,0,0,0,1,265,0,0,0,0,0,0,0,126,42,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"emu_jisx0213_2000.h.xml",8,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"debug.c.xml",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"parser.h.xml",30,2,2,2,3,1,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pythonrun.h.xml",121,3,3,5,4,1,1,1,0,1,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"fficonfig__1.h.xml",12,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"frozen.c.xml",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"generrmap.c.xml",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"_Foldermodule.c.xml",289,1,1,1,91,8,83,45.5,53.03,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dbmmodule.c.xml",348,6,4,5,8,1,2,1.33,0.52,2,1.5,0.71,0,1,0,0,5,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,18,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sre.h.xml",59,2,2,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eval.h.xml",16,1,1,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dlfcn.h.xml",37,3,3,3,14,1,7,3.5,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"peephole.c.xml",471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"exceptions.c.xml",1475,4,4,5,585,1,411,41.79,111.56,1,1,0,0,3,0,0,1,0,4,0,0,0,0,0,0,5,8,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"symtablemodule.c.xml",74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dictobject.c.xml",1887,5,5,5,38,1,11,2.53,3,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,4,3,0,0,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"minigzip.c.xml",228,11,11,14,43,1,22,3.07,5.51,1,1,0,1,1,0,2,1,0,11,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,14,2,6,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"_testcapimodule.c.xml",745,3,3,3,184,1,53,13.14,20.34,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FUNCTIONS",374160,7836,3969,,100098,0,20273,,,8,1.18,0.21,116,213,44,82,3916,260,7724,44,68,,,,,2274,5879,65,786,861,31,37,75,32,14039,5293,547,8199,624,94,31,77,174,52,248,11,5,3,1,1,1,0,0,1,0,1
"ALL - MERGED",,6563,2884,5127,100098,0,20273,9.97,220.58,,,,,,,77,3720,230,6218,234,111,4.08,110.6,2.67,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
